"","time","Current account_Denmark","Current account_Germany","Current account_Spain","Current account_France","Current account_Italy","Current account_Netherlands","Current account_Finland","Current account_Sweden","Direct investment_Denmark","Direct investment_Germany","Direct investment_Spain","Direct investment_France","Direct investment_Italy","Direct investment_Netherlands","Direct investment_Finland","Direct investment_Sweden","Employees Compensation_Denmark","Employees Compensation_Germany","Employees Compensation_Spain","Employees Compensation_France","Employees Compensation_Italy","Employees Compensation_Netherlands","Employees Compensation_Finland","Employees Compensation_Sweden","Totlat employment_Denmark","Totlat employment_Germany","Totlat employment_Spain","Totlat employment_France","Totlat employment_Italy","Totlat employment_Netherlands","Totlat employment_Finland","Totlat employment_Sweden","Final consumption expenditure households_Denmark","Final consumption expenditure households_Germany","Final consumption expenditure households_Spain","Final consumption expenditure households_France","Final consumption expenditure households_Italy","Final consumption expenditure households_Netherlands","Final consumption expenditure households_Finland","Final consumption expenditure households_Sweden","Change in GDP_Denmark","Change in GDP_Germany","Change in GDP_Spain","Change in GDP_France","Change in GDP_Italy","Change in GDP_Netherlands","Change in GDP_Finland","Change in GDP_Sweden","Gross fixed capital formation_Denmark","Gross fixed capital formation_Germany","Gross fixed capital formation_Spain","Gross fixed capital formation_France","Gross fixed capital formation_Italy","Gross fixed capital formation_Netherlands","Gross fixed capital formation_Finland","Gross fixed capital formation_Sweden","Government debt to gdp_Denmark","Government debt to gdp_Germany","Government debt to gdp_Spain","Government debt to gdp_France","Government debt to gdp_Italy","Government debt to gdp_Netherlands","Government debt to gdp_Finland","Government debt to gdp_Sweden","Government expenditure_Denmark","Government expenditure_Germany","Government expenditure_Spain","Government expenditure_France","Government expenditure_Italy","Government expenditure_Netherlands","Government expenditure_Finland","Government expenditure_Sweden","Change in Housing prices_Denmark","Change in Housing prices_Germany","Change in Housing prices_Spain","Change in Housing prices_France","Change in Housing prices_Italy","Change in Housing prices_Netherlands","Change in Housing prices_Finland","Change in Housing prices_Sweden","Labour productivity_Denmark","Labour productivity_Germany","Labour productivity_Spain","Labour productivity_France","Labour productivity_Italy","Labour productivity_Netherlands","Labour productivity_Finland","Labour productivity_Sweden","Net international investment_Denmark","Net international investment_Germany","Net international investment_Spain","Net international investment_France","Net international investment_Italy","Net international investment_Netherlands","Net international investment_Finland","Net international investment_Sweden","Nominal unit labour cost_Denmark","Nominal unit labour cost_Germany","Nominal unit labour cost_Spain","Nominal unit labour cost_France","Nominal unit labour cost_Italy","Nominal unit labour cost_Netherlands","Nominal unit labour cost_Finland","Nominal unit labour cost_Sweden"
"51",2017-07-01,7.5,7.9,3.8,1,3.5,7.3,0.6,2.3,1864995,1968539,709613,1497936,550960,5951231,159348,4003636,271264.5,427573,130306,293446.6,160364.7,82199,26713,558530,2936.52,44471,19881.6,28216.4,25127.7,9173,2582.8,5213.6,248274.8,445977,168005,305061.8,266362.2,86289,29283,524728,-0.2,0.7,0.6,0.7,0.2,0.8,0.5,0.4,15451,171788,54171,118141.6,73492.6,35462,14290,27509.8,40.5,65.3,101.8,100.4,136.4,56.2,66,40.1,18099.9,160707,49920,135584.6,74979.9,43778,12604,30778.7,112.32,115,112.43,105.65,99.2,115.22,102.51,117.59,1.5,2,0.7,2.3,-0.1,0.1,4.6,-0.1,48,42.7,-85.7,-26.4,-9.2,34.9,-0.1,-8.6,0.6,1.3,0.5,0.6,0.9,0.9,-3.8,3.8
"52",2017-10-01,7.5,9.1,2.7,1,3,9.8,0.7,2.3,1874660,1994155,702675,1504021,558082,5855978,157460,4246910,285589.4,477353,139771,316316.5,195470,91670,26162,559030,2940.43,44724,19643.5,28107.3,24975.2,9217,2541.2,5093,270271.1,454772,174285,324035.6,263452.6,84407,30800,555424,0.8,1,0.6,0.6,0.6,0.6,0.8,0.5,17303.1,177446,58575,133156.1,82402.4,38525,14473,32521.4,40.2,64,101.2,98.8,133.7,56,66.6,41.6,18677.7,178202,59268,144626.4,100563.1,47720,13822,33534,111.61,117.3,113.39,105.24,98.8,117.74,102.12,114.13,2,2.7,1,2.5,0.1,1.5,2.5,-0.6,49.5,44,-84.4,-25.6,-8.9,39.3,1.2,-0.8,1.3,0.7,0.1,0.4,0.1,1.7,-2.8,2.5
"53",2018-01-01,3.3,9.6,0.2,-2.3,1.4,10.4,-1.3,1.4,1984709,2049209,709182,1543587,563487,5897458,161597,4434516,282043.7,423703,128234,300715.5,160275,86604,26447,561129,2907.98,44417,19395.3,28150.2,24837.4,9215,2540.4,5096.9,263838.5,431571,178402,320053.7,261633.3,85730,28713,531147,0.8,-0.5,0.4,0,-0.2,0.7,0.2,0.5,15033.2,160268,55783,122983.4,76878.9,39081,12123,27032.6,39.8,62.9,101.7,99.3,135.3,54.3,65.4,39.6,17932.8,165105,51601,136323.8,78413.2,45680,12698,29474.1,111.6,118.3,114.96,105.51,98.6,120.32,102.74,113.24,2.5,1.8,1.4,0.1,0.2,0.6,2.4,0.8,54.8,46.6,-84.5,-28.6,-10.6,39.9,-4,-0.1,1.4,2.9,0.6,0.9,0.4,3.2,0.4,4.3
"54",2018-04-01,4.9,8.7,3,-1.9,2.4,5.6,-5,0.6,2008781,2118342,708396,1580743,577002,6033629,161382,4483403,298358.4,443495,139420,307467.5,177000.1,102898,27709,597226,2966.56,44808,19954.6,28377.3,25386.2,9349,2645.6,5192.4,272028.7,447587,173379,316194,265676.6,88766,30746,575979,0,0.7,0.7,0.3,0.2,0.5,-0.2,0.6,18211.6,181224,61851,126587.4,83019.1,41212,14411,29876.9,39.3,61.9,101.1,99.4,135.7,53.2,65.2,39.6,18450.1,165964,57594,141248.4,80050,48486,13419,30573.6,115.88,120.6,117.9,106.42,99.2,122.64,103.96,114.04,1.9,0.5,-1,-0.1,-0.5,0.8,-2.6,-1.5,57.6,49.4,-83.8,-28.5,-6.7,39.1,-6.2,5.3,1.7,1.9,0.9,1.1,2.1,1.1,2.4,3.8
"55",2018-07-01,8.2,7.2,2.5,0.2,3.6,8.4,-1,4.1,2021610,2153148,717063,1595479,582305,5934429,163852,4510977,280712.3,449750,136508,300674.7,165254.2,86839,27707,589723,2985.43,45029,20279.8,28456.5,25356.8,9431,2652,5283.9,260775.6,458425,173649,314948.8,272209.5,89701,30015,551673,0.5,-0.7,0.6,0.5,0,0.3,-0.1,-0.1,15430.7,183171,57812,124530.5,75530.4,35839,14962,25488.3,39.3,61.6,101.2,99.6,135.6,52.2,64.8,39.3,18243.5,166027,52217,137552.5,75914.7,46189,13041,29695.9,116.13,123.1,120.48,108.65,98.4,126.45,103.49,115.16,2.2,-0.2,-0.6,0.1,-0.4,-0.8,-1.9,0.6,59,51.1,-81.8,-29,-4.9,43.4,-5.3,2.2,1.1,4.3,2.4,0.8,2.1,3.5,3.2,3.7
"56",2018-10-01,8.7,8.3,1.7,1.1,2.6,11.6,0.8,2.9,2034868,2159349,716877,1641305,594261,5729601,159805,4657242,293530.2,499154,146487,323127.6,201121.1,96559,27283,588047,2987.27,45259,20123.9,28327.1,25195.4,9447,2616.4,5171.8,277098.6,470914,178938,332713.6,268944.4,88103,31313,577248,0.1,0.6,0.6,0.7,0.3,0.3,0.1,1.2,16835.2,190217,63056,141143.5,84071.4,40937,15537,32228,38.5,60.8,99.8,98.5,134.2,51.6,65.4,39.8,18989.4,183429,62261,146503.1,101347.1,50294,14378,33154.9,114.74,124.6,120.97,108.58,98.3,128.2,103.15,114.96,1.4,-0.7,0,0.3,0,-2.1,-2.7,0.8,58.4,52.5,-78,-23.3,-6.4,50.5,-5,8.2,1,3.6,2.3,0.4,1.5,3,4.5,3.4
"57",2019-01-01,2.9,8.6,-0.2,-0.5,1.6,8.7,0.3,5.9,1949760,2252067,748266,1695651,595277,5870202,158907,4853682,292551,444425,137015,304796.7,165249.3,91557,27440,585457,2958.72,44914,20007.7,28391.2,25020,9463,2595.6,5140.1,271662.8,442738,182654,326205.4,265542.2,88540,28919,541085,0.4,0.6,0.6,0.9,0.2,1.2,0.9,0.3,15564.2,171817,62400,129675.4,79280.5,42424,12513,25347.5,38,60.7,100.6,99.5,135.8,50,65.2,37.5,18046.5,173351,54361,137985,78814.6,48538,13538,29591.1,114.86,124.6,122.88,108.55,97.7,130.34,103.09,114.97,0.3,-0.3,-1.2,0.5,-0.4,-0.2,-1.9,0.9,61.7,55.6,-76.5,-25,-6,55.2,-3.7,13.4,1.5,3.1,4,-0.4,2.7,4,3.5,2.4
"58",2019-04-01,9.3,7.3,3.5,-0.3,2.6,3.5,-5.8,4.7,1967641,2281003,759799,1701220,600778,5893972,159016,4954227,306815.8,464823,149358,310300,181026.6,108628,28726,619592,3012.77,45246,20529.7,28691.3,25513.2,9580,2688,5222.1,275351.9,462557,176563,324815.4,269193,91768,30920,589222,0.9,0.1,0.3,0.5,0.3,0.5,0.7,1.4,16505.9,189366,64951,135026,85050.3,45220,14902,29177.2,39.5,60.1,100.6,99.2,136.9,50,67.3,36.5,18551.3,173795,60918,143926.7,80477.3,51689,14119,30391.6,117.45,127.8,124.27,109.85,99.1,132.15,104.68,116.51,0.9,1,1.3,1.1,1.2,-1.6,1.6,4.1,66.9,55.5,-75.2,-27,-4.9,60.4,-0.4,10.8,0.7,4.3,5.3,-1.4,1.1,3.6,1.9,1.6
"59",2019-07-01,8.6,7.4,2.7,0.6,3.9,6.6,1.2,7.4,2050356,2320758,766716,1729730,611457,5987103,163704,5119886,290111.7,471520,144595,303603.7,168322.3,91156,28616,611418,3025.09,45397,20734.4,28820,25539.2,9588,2689.2,5316.9,265893,477151,178157,324509.3,273767.5,92625,30821,574451,0.3,0.3,0.2,0,-0.4,0.5,0,-0.3,16036.8,192441,61356,133085.4,77468,41338,15207,24646.8,39.1,60,99.6,100,136.1,48.3,65.8,36,18504.9,176758,53782,140532.5,76382.6,49122,13550,29833,118.72,129.6,126.26,112.33,98.8,134.49,104.02,118.54,0.9,0.9,1.1,1.2,0.2,-0.3,0.8,1.7,72.7,57.5,-74.5,-27.6,-6.3,71.7,-1,17.5,0.8,2.1,4.1,-1.4,0.9,1.3,0.8,0.5
"60",2019-10-01,8.7,8.2,2.4,2.5,4.3,8.7,3.7,3.5,2067933,2329970,766083,1717691,621797,5909122,164804,5075457,304013.7,518295,154865,324340.7,204358.6,101721,27845,605312,3020.18,45608,20596.6,28745.6,25323.6,9658,2635.6,5199.3,288903.9,482669,182651,340450.4,269298.5,91343,31818,595549,0.4,0,0.6,-0.5,-0.4,0.1,-0.2,1.6,17777.1,194592,65859,147418.9,85263.6,44502,15626,33836.7,38.3,58.7,97.7,98.2,133.9,47.7,65.3,35.7,19796.2,193602,65066,149571,101459.5,52913,14797,32925.4,117.5,132.7,125.44,112.69,98.5,136.54,103.29,118.73,1.4,1.4,-0.3,-0.6,0.4,0.6,1.5,4.7,69.9,58.5,-72,-28.2,-3.1,68.1,-0.8,13.9,0.9,2.7,4.1,-0.3,1.5,3.5,0.9,-0.6
"61",2020-01-01,5.2,6.9,-0.3,-2.5,2.3,5,-2.4,6.8,2128699,2371722,730138,1697949,615284,5733181,164094,5425463,299912.6,457741,141482,300131.1,160867.7,96080,28366,605680,2972.86,45179,20023.2,28703,24988.2,9558,2595.6,5130.2,268862.7,439475,172745,314989.3,247723.6,89487,29273,561878,-0.8,-2.2,-5.2,-5.1,-5.8,-1.1,-0.2,0,16001.4,173906,60851,126171,72390,45628,13012,27122.4,37.9,59.9,101.3,101.2,136.9,48.4,70.1,36.6,18754,184245,56242,141493.6,80318.3,50520,13844,29819.2,118.28,133.8,126.92,113.87,99.4,139.3,104.28,120.2,2.4,0.3,0.9,-2.6,3.7,3,1.1,3.8,59.2,60.2,-69.6,-25.3,-5.2,77.2,-3.1,11.4,1.4,3.9,6.1,3.8,2.1,5,3.3,0.4
"62",2020-04-01,9.6,4.3,0.4,-4.3,1.4,4.2,-2.3,6.1,2146050,2383317,718289,1685896,611279,5772694,165337,5166251,306860.4,449524,130954,274951.9,156877.6,110187,27381,618138,2930.8,44777,18922.5,28379.7,24591,9436,2571.2,5125.5,261194.1,402520,134317,279085,220859.1,82120,28025,547058,-5.9,-8.9,-17.8,-12.2,-12.3,-8.3,-6.5,-8.6,16496.6,178697,51311,113443.2,64918.7,42830,14888,29120.1,45.8,66,112.6,113.1,148.3,54,74.6,37.8,18890.4,186800,63445,145068,83154.3,52190,14304,30801.1,120.79,136.2,126.98,115.52,102.4,142.6,105.36,120.3,1.4,-3,4.8,3.1,6.7,-3.4,0.4,-2.2,61.9,60.6,-75.7,-29.3,-2.8,80.1,-5.7,13,7.1,7.2,8.7,8.1,2.9,8.6,1.9,7.5
"63",2020-07-01,8.7,6.4,0.5,-2.5,5.8,6.2,0.9,5.2,2146351,2392129,717999,1671074,611943,5752711,165567,5177915,293209.4,467072,138950,300358.9,162942.2,93554,27853,610773,2979.7,44849,19624.1,28667.4,24845.3,9549,2610.8,5222.3,267836.9,452244,164456,322818.7,253950.7,89640,30449,561666,6,8.7,15.9,15.4,14.4,6.6,4.9,5.8,16481.8,186392,57743,128595.7,78658.7,40266,14970,26940.9,46.4,68.5,116.5,115.3,153.3,54.1,72.8,39,18802,190099,56488,144752.1,78523.2,51511,13879,31238.7,123.65,140.3,128.56,117.8,99.8,146,105.79,122.95,0.9,4.2,-1.8,-1,0.9,3.3,-0.9,3.2,57.9,61.2,-77.9,-30.3,-0.5,84.5,-7.6,9,2.4,1.8,5.4,3.9,2.2,7.8,-0.6,1.6
"64",2020-10-01,5.5,7.5,2.4,0.7,5.1,6.8,5.2,5.3,2159396,2449170,722865,1693066,607461,5576582,163971,5006843,310407.8,519719,150480,319569.7,197273.7,106509,27269,612261,3000.06,45057,19698.2,28831,24895.8,9554,2582.4,5133.6,291773.3,454530,162106,325243.8,243686.7,87456,30976,578907,0,1.1,0.7,-0.1,-0.1,0.4,1,1.3,20267.4,197481,62893,151923.8,88005.1,44970,15414,34189.5,46.3,68.1,119.3,114.9,154.4,53.4,75.3,40.4,20840.8,207901,69378,156133.7,104231.2,55522,15741,35419.7,125.98,144.3,127.55,119.27,100,148.37,106.95,124.99,2.1,2.1,-3.1,1.7,2,-0.9,0.7,1,60,64.2,-83.7,-32.3,-0.2,87.9,-3.5,7.4,2.1,0.6,6.1,2.2,0.7,6.3,-2.1,2.6
"65",2021-01-01,6.7,8.2,-0.1,-1.2,2.3,13,-0.9,7.6,2248618,2554855,750307,1758300,625916,5721461,167393,5256331,306303.9,454561,141660,306520,163804.3,98522,28431,627850,2933.49,44589,19575.7,28896.5,24490.9,9469,2562.4,5044.7,268555.9,420863,163025,316268.3,238721.9,86089,28770,553775,0.9,-1.1,1.2,0.4,1.8,0.9,-0.7,2.5,17427.6,174497,58727,138473,86893.6,46405,12921,29992.8,44.9,68.8,124.2,117.7,157.7,53.8,76.3,40.4,19515.2,196126,59668,150638.2,84100.6,52667,14558,32555.6,129.02,146.3,128.12,120.15,101.1,153.72,108.57,128.9,0.3,1.4,-0.2,2.7,0.8,-4.7,1.7,2.6,68,66.4,-82.2,-32.3,1.3,75.1,2,10.8,2.5,0,4.6,0.7,-0.5,4.2,2.9,3
"66",2021-04-01,9.1,7.1,0.6,-0.9,3.2,10.1,-0.3,7.9,2359654,2590575,780049,1768568,633034,5750680,168177,5089979,326382.1,473510,149460,316245.1,183520.5,116355,29807,662176,3022.11,44888,19819.4,29308.9,25090.9,9660,2682.8,5168.5,296238.1,444300,170900,319169.5,255175.7,95873,31399,614108,4.1,2.5,1.4,1.2,2.4,3.9,1.6,0.8,20062.2,198012,62808,146837.2,95964.2,47851,15626,34806.4,44,68.3,121.2,114.3,153.5,52.9,75.3,38.6,20825.7,200952,67655,156872.9,86730.1,57651,15511,34553.1,136.23,151.8,131.15,122.12,102.8,160.55,111.18,133.44,0.5,4.3,-8.6,-3.1,-5,4.3,-0.2,6.5,65.8,66.1,-76.1,-33.4,3.3,75.4,-0.1,17,-4.4,-5.9,-1.8,-3.2,-0.3,-3.7,2,-4.1
"67",2021-07-01,9.3,6.2,1.4,0.4,3.3,9.3,2.8,5.8,2439720,2665280,786494,1794260,655917,5785088,174669,5459708,310553.5,490030,150811,318594.9,176893.7,98364,30387,656015,3082.86,45215,20464.3,29656.5,25336.2,9768,2682.4,5374,296142.9,478936,175485,334567.6,272553,99876,32033,612005,2.4,0,2,3,2.5,1.9,1.1,-0.4,18717.6,198781,60470,143882.5,94666.1,42645,15485,30423.3,43.3,68.1,119.4,115.3,150.9,51,74.7,36.8,19856.4,201726,59614,153782.1,82420.5,55620,15218,33795.6,139.81,158.2,133.92,126.11,103.9,169.59,110.92,136.89,0.9,-0.2,2.2,-1.5,0,3.9,0.3,-0.1,64.4,66.9,-75.1,-31.8,5.2,64.2,0.6,22.4,-0.8,1.9,2.4,1.2,0.5,-2.1,5.9,2.3
"68",2021-10-01,9.4,6.3,1,2.6,-0.2,8,-0.4,5.6,2442104,2735811,785745,1837905,650557,5790208,180349,5973772,334804.6,544931,162262,344275.5,214002.1,110558,29481,655404,3118.47,45518,20430.6,29718.9,25359.7,9860,2671.2,5284.5,326917.3,496740,184149,355101.4,271250.3,98589,33055,649637,2.6,0.6,2,0.5,1.5,0.2,0.9,2,21555.8,207915,67555,159790.6,105174.5,47524,16718,38905.6,40.5,68.1,115.7,112.8,145.8,50.5,73.2,36.9,22301.8,221381,72504,164023,108572.7,60433,16421,38075.1,140.05,162.5,135.58,127.52,104,175.9,111.12,138.62,3.3,-0.3,4.5,-3.8,-0.7,2.9,0.1,0.9,65.7,70.3,-69.4,-33.5,6.3,70.9,2.3,21,-2,2.5,1.4,2.6,0.2,-3.8,4.6,1
"69",2022-01-01,7.8,6,-1.4,-1.9,-2.1,10,-3.6,5.8,2515809,2775509,812842,1870712,673691,5771480,181808,6259903,330834,488285,154278,333118.3,177823.7,105636,30475,659040,3105.8,45284,20390.4,29799.9,25057.5,9911,2664,5242.3,297132.3,486201,188792,346263.7,272733.8,101964,30627,605889,-2.5,0.2,1.3,-0.1,0.7,1,-0.8,-0.3,19473.8,194138,66302,146737.7,103772.9,49741,14146,31190.9,37,66.7,114.6,114.4,146.6,48.7,73.1,35.4,20419.7,212862,63293,157355.5,88970.6,56790,15285,32995.5,141.45,163.1,139.05,128.6,105.7,182.94,112.23,142.19,0.7,0.6,-0.1,-2.4,-1.1,2.8,-1.7,0.4,63,71.6,-65.4,-31.3,5.3,72.2,6.4,31.1,0.6,3.3,1,3.7,1,0,3.2,1.8
"70",2022-04-01,12.2,2.4,0.4,-1.1,-1.6,3.1,-8.2,4.4,2559419,2869087,827026,1900727,680604,5975327,180656,6487257,349897.8,502359,164291,341526,198441.7,123420,31757,705401,3165.67,45605,20661.9,30070.9,25719.2,10060,2788,5377.5,311236.5,510915,192464,350270.5,286775.4,109119,34269,687993,-0.1,0,1.7,0.4,1.5,2.7,0.4,0.8,21514.7,216743,72077,154324.7,111711.6,53507,16606,37108.4,35.8,66.5,113,112.8,143.9,48.6,73.2,34.2,20903.1,212460,70391,162309.8,90404,60948,15593,35354.9,143.96,166.1,141.71,130.83,108.1,188.58,113.81,142.86,-2.1,0.5,3.4,-2.5,0.8,3.8,-1.1,-1.3,58,73.8,-61.6,-27.4,3.8,66.5,4.4,34.6,4.8,5,1.7,3.9,0.8,0.9,4.4,4.7
"71",2022-07-01,15.9,2.4,0.8,-2.7,-2.7,3.7,-0.3,3.2,2679116,2942619,843670,1936671,704809,6026392,189493,6867471,330289.8,513564,162145,338043.3,184564.7,106108,32591,696528,3182.87,45776,21123.2,30227,25647.8,10099,2788.8,5551,303976.4,534394,196590,358914.1,301247.4,112116,34244,668117,0.7,0.6,0.9,0.5,0.3,0,-0.1,-0.5,20278.3,221708,69865,152308.4,104049.1,47394,17030,32554.9,34.6,65.7,112.2,113,139.9,46.7,72.5,34.6,20477,211274,63673,161415.7,85889.7,59588,16243,34627.9,144.39,164.8,144.15,134.34,106.9,189.95,112.41,138.46,-2,-0.9,1.5,-0.6,2.2,-3.6,-2.9,-1.7,65.5,73.4,-56.7,-25.5,4.1,59.9,0.5,37.6,5.7,3.1,1.6,4.7,0.1,4.2,6.5,3.7
"72",2022-10-01,10.4,4.5,1.4,0.9,-0.6,9.8,2.1,5.4,2613106,2846252,832773,1942660,716643,5934550,193361,6977781,354630.5,577445,175148,365667.8,222767.5,119605,31316,693003,3186.95,46035,20918.9,30157.7,25777.1,10204,2730.4,5430.4,333298.9,543583,196651,379904.3,305756.7,114248,35365,703340,-1.1,-0.5,0.6,0.3,-0.1,-0.2,-1,-0.9,25956,225664,72138,169940.9,115561.4,52780,17858,39040.7,34.1,65,109.5,111.3,138.3,48.4,74,33.8,22143.9,233219,78454,172462.8,111143.6,64572,17197,37779.4,140.99,156.1,142.99,133.5,106.8,185.89,108.53,133.49,-4.5,0.4,0.8,-0.7,0.3,1,-1.1,-4.4,51.1,70,-57.7,-24.8,4.2,53.4,0.1,34.8,8.6,6.2,3.3,5.7,1.6,5.7,6.2,6.9
"73",2023-01-01,7.2,6,2.9,-3,-1.7,9.9,-0.1,7.3,2648505,2855794,847886,1938038,723649,5957184,192340,7093406,347141.7,520999,168322,354242,188670.1,113565,32526,706728,3161.11,45712,20860.5,30184,25716.6,10155,2700.8,5355.6,319486.8,528837,204836,377408.7,301513.4,115972,33010,651753,2,0.1,0.7,0.1,0.5,-0.1,0.6,1.3,20128.9,213014,69912,157060.8,119499.7,54922,14161,31159.4,33.7,64.6,109,111.9,137.2,46.8,73.9,32.6,20541.1,217757,67437,164916,89971.6,61598,16452,33921.3,135.13,152,143.98,132.32,106.8,183.14,106.52,132.37,0.1,-0.2,2,-0.6,-1.7,-1.6,-2.7,-4.9,49.9,69.7,-57.7,-28.6,3.8,48.6,4.3,35.1,3.1,5.6,4,4.6,2.6,5.6,5.4,5.8
"74",2023-04-01,11.8,3.9,2.4,-0.5,-0.2,8.9,-5.3,6.7,2623877,2867809,864745,1944113,728986,5982005,189680,7496808,368263.2,538096,179164,361504.1,207254.5,133904,34010,747648,3209.97,45981,21262.3,30415.9,26063.8,10235,2839.2,5455.2,325378.4,547169,205939,377004.4,306183.1,118246,35846,721490,0,-0.2,0.2,0.9,-0.2,-0.2,0,-0.8,21753.3,228723,75736,160964.9,120692.5,57407,16489,34855.7,34.4,63.6,108.8,111.4,137.8,45.5,75.1,31.4,21764.2,219089,76061,170255,91638.3,66267,18112,35263.7,135.67,150,146.97,131.72,108.8,180.92,107.45,133.15,0.3,-1,1.4,-0.2,-1.2,-2.2,-1,-1.4,54.6,67.8,-54.5,-28.4,4.8,48.9,8.4,46.4,3.8,7.1,6.6,4.6,3.9,9.3,6.8,7.7
"75",2023-07-01,9.2,5.7,3.1,-1.2,1.3,8.4,1.6,7.2,2645753,2899572,876733,1958385,732502,5953010,196227,7520727,346816.7,550313,177404,352531.4,193529.3,114057,33790,745470,3219.87,46080,21834.3,30539.8,26117.1,10231,2801.6,5599.3,311585.2,561808,207465,385896.8,313786.8,118931,35282,700284,1.5,0.2,0.7,0.2,0.1,-0.4,-1.6,0.5,21282.1,228762,72295,155475.2,113928.3,49428,16699,30726.4,34.3,63.8,107.4,111.4,135.5,44.5,75.1,30.4,20916.8,222715,68421,167231.3,87682.6,65679,16746,33740.8,138.07,147.9,150.68,132.25,108.7,182.91,104.35,132.61,1.3,-1,-0.2,-0.1,-2.2,-1,-0.2,1.7,48.3,68.3,-51.7,-26.2,5.2,50.6,10.4,43.5,2.6,7.6,7.2,3.3,4.5,8.6,4.3,7.2
"76",2023-10-01,11.1,6.7,2.2,0.6,0.9,12.1,1.8,6.8,2609465,2942917,873217,1944043,738748,5642147,191134,7302842,367082.4,614160,190717,380978.5,234066,128067,32080,737788,3218.53,46269,21639.7,30439.4,26259.4,10310,2724,5448.8,343040,567814,212210,404458.6,308107,118032,36110,724556,1.1,-0.4,0.7,0.4,0.2,0.1,-0.3,-0.7,21797.5,229381,77375,171924.7,125812.4,52787,16378,39273.1,33.6,62.9,105.1,109.9,134.6,45.2,77.5,31.6,22190.7,245590,82402,179741.3,113391.4,70547,18863,38462.4,140.26,145,149.13,128.73,108.7,186.07,103.32,129.59,4.3,-0.3,-0.6,0.8,-1.9,-0.1,0.9,0.1,51.3,70.1,-51.3,-28.1,7.2,52.9,12.8,38.5,-1.5,6.5,6.8,2.8,4,8.1,3.5,6.2
"77",2024-01-01,8.5,7.8,3.2,-0.9,0.1,9.7,-1.5,6.9,2710232,2981386,898702,1953077,750813,5743123,189895,7597019,365905.7,555089,182663,368966.1,196868.7,122176,32897,743341,3188.2,45879,21459.7,30472.3,26107.3,10280,2698.2,5355.5,325190.4,546617,218646,397460.3,305654,120577,34122,679575,0,0.2,1,0.1,0.2,-0.1,0.5,1,19479.1,210876,73335,157180.5,120061.7,55234,14191,31574.6,33.7,62.6,106.3,110.7,134.9,44,78.4,31.1,21085.2,231019,71054,171217.1,93388.7,68031,17083,35901,136.66,144.1,153.18,125.96,108.5,189.87,101.95,130.3,0.7,0.4,2.9,0,-1.8,-0.5,1,1,42,73.7,-49,-28.5,8.7,45.5,19.7,50.9,2.8,7.2,5.7,2.9,4,8.3,1.8,5.8
"78",2024-04-01,13.9,5.7,3.2,-0.2,1.2,7.7,-2.3,10.2,2729223,3022070,911924,1969723,751548,5676249,189522,7519053,389128.9,570324,192521,376939.6,218840.7,143284,33886,787406,3238.14,46089,21650.4,30682,26516.1,10352,2801.7,5441.8,333709.2,561911,219879,388393.5,308135.6,122080,36197,742414,1.4,-0.3,0.8,0.2,0.2,1,0.2,0,21895,228489,78457,160519.5,122643.5,58978,14548,35548.4,33.8,62,105.3,112.3,136.7,43.3,80.4,31.9,22581.5,234650,79092,177863.6,95803.5,72546,18435,36672.5,140.94,146.3,158.63,125.68,112,194.81,102.11,132.13,4.3,0.3,-0.1,-0.5,-1.7,-1.3,-1.9,-0.2,34.4,75.8,-46.2,-22.8,11.7,41.6,18.2,54.2,0.5,5.5,3.6,3.7,4.4,6,-0.6,3.8
"79",2024-07-01,15.1,4.9,3.7,0.7,1.5,8.9,3,6,2738452,3035551,909376,1971882,752986,5644959,193770,7433597,363259.5,582020,190579,365718.8,204216.5,121761,33964,775032,3241.41,46106,22257.6,30763.9,26724.1,10325,2799.8,5575.7,320214.7,577904,221298,397251.4,321773.1,123561,36141,721856,1.1,0.1,0.7,0.4,0,0.8,0.4,0.6,21047,229098,75002,155577.6,112549.6,51464,14998,32426.5,33.4,62.4,104.4,113.7,136.2,42.2,82,31.9,21948.4,237258,72500,173732,91788.9,71229,17387,36197.9,145.27,147.3,163.12,127.64,112.8,201.98,101.35,133,3.3,-0.1,2.4,0.7,-1.2,0.5,-0.5,0.9,56.4,76.9,-48.4,-25.1,12.7,55,21,52.3,1,5.1,4.1,2.1,4.3,4.8,-1.4,2.1
"80",2024-10-01,14.2,4.6,2,1.9,1.7,13.3,1.9,6.5,2853810,3083308,926386,2022660,768050,5672479,192946,7741883,387367.8,642738,204717,391249.1,246130.5,137757,32372,767457,3249.19,46250,22126.7,30575.2,26523,10397,2701.2,5418.6,352846.1,583944,229237,412186.6,315677.3,122913,36637,750454,1.6,-0.2,0.7,-0.1,0.2,0.3,0.2,0.5,25742,230026,84121,171928.2,126234.4,58121,15680,40717.8,31.1,62.5,101.8,113.1,135.3,43.3,82.1,33.5,23974.6,257321,85910,183207.8,119738.9,77253,18967,39433.8,145.51,147.8,166.07,126.3,113.6,206.15,101.34,132.64,3.3,-1,-0.3,-0.2,-0.7,0.3,-0.2,3.4,78.3,81.3,-44,-20.3,15.3,59.6,25.5,66,1.4,4.6,3.6,2.1,3.9,5.1,-0.2,1.8
