"","time","Current account_Denmark","Current account_Germany","Current account_Spain","Current account_France","Current account_Italy","Current account_Netherlands","Current account_Finland","Current account_Sweden","Direct investment_Denmark","Direct investment_Germany","Direct investment_Spain","Direct investment_France","Direct investment_Italy","Direct investment_Netherlands","Direct investment_Finland","Direct investment_Sweden","Employees Compensation_Denmark","Employees Compensation_Germany","Employees Compensation_Spain","Employees Compensation_France","Employees Compensation_Italy","Employees Compensation_Netherlands","Employees Compensation_Finland","Employees Compensation_Sweden","Totlat employment_Denmark","Totlat employment_Germany","Totlat employment_Spain","Totlat employment_France","Totlat employment_Italy","Totlat employment_Netherlands","Totlat employment_Finland","Totlat employment_Sweden","Final consumption expenditure households_Denmark","Final consumption expenditure households_Germany","Final consumption expenditure households_Spain","Final consumption expenditure households_France","Final consumption expenditure households_Italy","Final consumption expenditure households_Netherlands","Final consumption expenditure households_Finland","Final consumption expenditure households_Sweden","Change in GDP_Denmark","Change in GDP_Germany","Change in GDP_Spain","Change in GDP_France","Change in GDP_Italy","Change in GDP_Netherlands","Change in GDP_Finland","Change in GDP_Sweden","Gross fixed capital formation_Denmark","Gross fixed capital formation_Germany","Gross fixed capital formation_Spain","Gross fixed capital formation_France","Gross fixed capital formation_Italy","Gross fixed capital formation_Netherlands","Gross fixed capital formation_Finland","Gross fixed capital formation_Sweden","Government debt to gdp_Denmark","Government debt to gdp_Germany","Government debt to gdp_Spain","Government debt to gdp_France","Government debt to gdp_Italy","Government debt to gdp_Netherlands","Government debt to gdp_Finland","Government debt to gdp_Sweden","Government expenditure_Denmark","Government expenditure_Germany","Government expenditure_Spain","Government expenditure_France","Government expenditure_Italy","Government expenditure_Netherlands","Government expenditure_Finland","Government expenditure_Sweden","Change in Housing prices_Denmark","Change in Housing prices_Germany","Change in Housing prices_Spain","Change in Housing prices_France","Change in Housing prices_Italy","Change in Housing prices_Netherlands","Change in Housing prices_Finland","Change in Housing prices_Sweden","Labour productivity_Denmark","Labour productivity_Germany","Labour productivity_Spain","Labour productivity_France","Labour productivity_Italy","Labour productivity_Netherlands","Labour productivity_Finland","Labour productivity_Sweden","Net international investment_Denmark","Net international investment_Germany","Net international investment_Spain","Net international investment_France","Net international investment_Italy","Net international investment_Netherlands","Net international investment_Finland","Net international investment_Sweden","Nominal unit labour cost_Denmark","Nominal unit labour cost_Germany","Nominal unit labour cost_Spain","Nominal unit labour cost_France","Nominal unit labour cost_Italy","Nominal unit labour cost_Netherlands","Nominal unit labour cost_Finland","Nominal unit labour cost_Sweden"
"81",1995-01-01,NA,-1.1,-3.2,NA,1.3,NA,2.6,3.7,NA,NA,22135,NA,NA,NA,NA,NA,123585.8,234345,52135,151766.2,85630.7,38433,10896,195029,2578.09,37757,13711.6,23561.2,21442.7,7132,1991.7,4053.2,126267.6,252796,69634,163044.8,139935.3,39077,12073,217596,1.1,-0.4,NA,0.5,NA,NA,-0.8,1.3,6287,104699.3,24270.9,59892.5,42237.9,17316.9,4266,8764.2,NA,NA,NA,NA,NA,NA,NA,NA,8243.9,89261.9,18733.8,70692.2,35113.4,18189.7,5240.1,12617.4,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.4,NA,3.6,NA,NA,0.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,0.9,NA,-1,NA,NA,0.5,-1.8
"82",1995-04-01,NA,-1.1,-1.5,NA,2.7,NA,3.7,3.8,NA,NA,22741,NA,NA,NA,NA,NA,132936.1,245510,55383,154606,94684,46140,11869,214652,2638.73,37900,13906.4,23695.6,21579.1,7273,2092.5,4211.9,131493.6,259812,68650,164705.6,142774,40237,12749,231063,-0.4,0.8,0.7,0.7,0.3,NA,2.7,0.6,6756.8,121541.2,26470.3,60796.1,43991.2,19098.9,4811.5,9488.9,NA,NA,NA,NA,NA,NA,NA,NA,8545,93121.3,21568.5,71165.2,36532.4,20463.5,5557,12754.2,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,1.8,NA,2.8,NA,NA,4.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,NA,1,NA,NA,-1.1,0.8
"83",1995-07-01,NA,-2.1,-1.1,NA,2.8,NA,3.5,2.9,NA,NA,23581,NA,NA,NA,NA,NA,127470,254772,54279,155520.4,87265.8,39269,12326,209209,2616.94,38165,13926.1,23810.9,21921.4,7363,2116.1,4259.2,128467.3,264832,69046,161409.2,147023.2,41087,12374,223535,0.4,0.2,0.4,0.2,-0.2,NA,-0.4,-0.1,6672.4,119336.9,25147.3,58872.3,42064,16208,4988.1,9184.1,NA,NA,NA,NA,NA,NA,NA,NA,8575.1,96155.9,19231.4,70976.4,35306.3,18232.1,5827.9,12534.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.3,NA,2.4,NA,NA,1.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3,NA,1.4,NA,NA,4.3,-0.2
"84",1995-10-01,NA,0.2,0.9,NA,1.7,NA,5.9,2.3,NA,NA,24559,NA,NA,NA,NA,489000,134708.8,289858,57994,157954.8,112884.7,41718,12266,217695,2614.3,38361,13888.3,23777.6,21738.9,7351,2034.5,4185.5,137440.2,277571,73447,171167.7,147575.2,40704,13019,243353,0.7,0,0.8,0,0.9,NA,0.1,1.4,7799.6,119901.8,27022.1,61389.2,50518.3,19849.8,5749.4,12629,NA,NA,61.6,NA,NA,NA,NA,NA,8671.2,110942.4,23083.5,73482.9,50516.2,20400.7,5863.3,14172.9,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,NA,1.6,NA,NA,0.8,2.1,NA,NA,-20.5,NA,NA,NA,NA,-32.9,2,2.9,NA,1.3,NA,NA,2.1,1
"85",1996-01-01,NA,-0.6,-2.9,NA,2,NA,1.6,4.7,NA,NA,26542,NA,NA,NA,NA,NA,129081.9,239598,54332,156835,90867.4,40195,11862,209719,2567.09,37779,13808.7,23743.4,21543.2,7281,2012.9,4058.9,131905.8,261059,73108,170733.1,149589.8,41564,12254,224990,0.3,-0.7,0.6,0.7,0.5,NA,1.8,0.8,6552.5,97477.5,26965,61143.9,46510.9,17202.3,4682.2,10201,NA,NA,62.7,NA,NA,NA,NA,67.5,8738.7,92951.6,20511.9,74422.3,38453.6,18059.4,5513,13973.6,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.7,3.6,1.2,NA,-0.9,3.2,1,NA,NA,-21.3,NA,NA,NA,NA,NA,3.7,2.7,1.3,1.6,5.6,2.5,4.9,4.8
"86",1996-04-01,NA,-1.1,-1.3,NA,3,NA,4.3,3.4,NA,NA,26585,NA,NA,NA,NA,NA,140537,247593,58150,159128.3,100890.3,47963,12265,228999,2662.72,37989,13990.6,23846.2,21721.8,7436,2118.1,4177,136668.9,265256,72177,169831.1,151170.1,42737,13153,236329,2.6,1.4,0.7,0.2,0.2,1.4,0.8,-1,7178.3,118689.9,27576.8,62129.4,53682,19966.6,5052.4,11560.4,NA,NA,62.5,NA,NA,NA,NA,65.3,8926.2,93612,23276.2,74879,44318.7,19914,5641.8,15136.4,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.2,2,0.7,NA,0.5,-0.3,1,NA,NA,-22.5,NA,NA,NA,NA,NA,1.9,0.2,1.9,1.4,4.7,0.3,1.9,5.2
"87",1996-07-01,NA,-1.5,0.3,NA,4.2,NA,4.1,2.8,NA,NA,28056,NA,NA,NA,NA,NA,134631.6,256676,57690,159540.4,94857.5,40724,12635,224090,2656.18,38199,14181.1,23931.6,22106.8,7522,2152.1,4215.3,133763.2,270457,73072,168197.6,153184.2,43385,13124,231948,0.2,0.3,0.8,0.4,0.2,1.5,0.5,0.5,7139,119282.5,26524.2,60063.8,48580.6,18057.8,5488.4,10796.2,NA,NA,62.9,NA,NA,NA,NA,66,9004.9,96845.8,20348.4,73828.1,41841.8,17872.4,5967.8,14734.4,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.9,0.6,1.4,NA,0.7,2.1,2.5,NA,NA,-21.9,NA,NA,NA,NA,NA,1.7,-0.7,1.8,0.3,6.9,0,-0.7,4.8
"88",1996-10-01,NA,1.2,0.8,NA,2.2,NA,4.9,2.3,NA,NA,30741,NA,NA,NA,NA,506000,141872.2,290121,62223,161765.7,119533.2,43099,12593,224073,2665.88,38281,14253.2,23885.3,21839.8,7494,2090.9,4122,143245.8,283093,77346,175863.6,153427,43475,14084,251629,0,0.9,0.5,0.4,-0.3,0.6,2,1.3,8058.6,117340.8,28732.3,61840.4,55133.6,21285.6,6135.3,13540,NA,NA,65.4,NA,NA,NA,NA,69.3,8970.3,109212.5,24099.2,75965,58912.2,19763.6,5953.4,15501.7,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.6,-2.7,0.9,NA,0.7,3.1,2.5,NA,NA,-23.1,NA,NA,NA,NA,-36.7,2.1,-1.2,2.9,0.7,5.1,-0.2,-2.4,1.5
"89",1997-01-01,NA,-1.6,-3.3,NA,2.1,NA,2,4.2,NA,NA,34700,NA,NA,NA,NA,NA,135428.4,241067,58717,160740.6,95482.4,42570,12312,218721,2599.66,37662,14302.1,23881,21632.8,7485,2075.7,3978.4,135846.7,264513,77558,172058,155084.8,44047,12828,233331,1.4,-0.5,1,0.4,0.3,0.8,1.2,0.3,7279.1,95424.5,27203.1,59203.2,49578.8,19165.8,5161.3,10053.7,NA,NA,64.5,NA,NA,NA,NA,66.1,8919.7,91963.7,20427.3,75632.7,42464,18325.4,5765,14304.3,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3.4,-1.6,0.1,3.1,1.9,5.2,4.2,NA,NA,-24.3,NA,NA,NA,NA,NA,1.3,0.5,3.1,1.6,4.7,1.8,0.8,5.8
"90",1997-04-01,NA,-0.5,-0.4,NA,2.6,NA,4.4,3.8,NA,NA,37400,NA,NA,NA,NA,NA,147264.3,249412,62902,163050.2,106542.4,50524,12828,238189,2703.69,37904,14533.3,24018.4,21802.6,7658,2206.5,4107,144768.2,271583,75011,172032.9,159593.1,45497,14137,250794,1.6,1.1,0.9,1,1.6,1.3,1.6,1.7,8063.8,116351.9,29053,61336.4,55413.8,21115.9,5784.5,12067.8,NA,NA,65.1,NA,NA,NA,NA,66.8,9102.8,92666.3,23395.4,76030.3,47219.3,20281.1,5904.7,14738.5,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.3,-1.5,2.1,-0.5,-0.5,-0.2,4,NA,NA,-27.4,NA,NA,NA,NA,NA,-0.1,-1.7,2.9,-0.5,3.6,0,-2.2,-0.9
"91",1997-07-01,NA,-1.1,0.5,NA,3.5,NA,6.5,4.3,NA,NA,41718,NA,NA,NA,NA,NA,140906.7,256813,62483,163724.5,99494.7,42924,13589,235256,2684,38239,14694.9,24121.2,22149.9,7766,2208.1,4178.8,138334.5,276369,75856,170323.3,162838.5,46323,13749,240518,-0.4,0.4,1.1,1,0.5,1.5,2.4,0.6,7894,114542.4,27771.1,58993,50934.2,18435.2,6053.3,10591.1,NA,NA,65,NA,NA,NA,NA,65.1,9088.6,93009.9,20484.7,74496.6,44841,18077.3,6109.8,15091.2,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.5,0.1,2.1,2.1,2.1,4,3.9,NA,NA,-28.5,NA,NA,NA,NA,NA,0.7,-1.6,2.5,-0.4,2.3,0.6,-0.6,1
"92",1997-10-01,NA,1.7,0.3,NA,2.2,NA,7.1,3.2,NA,NA,45958,NA,NA,NA,NA,784771,149147.3,291298,67606,166512.2,124145.8,45616,13288,234350,2710.34,38373,14805.7,24138.3,21932,7729,2168.1,4095.6,152422,289589,84137,181353.7,163661.6,46469,14789,263971,0.3,0.7,1.4,1,1.5,1.1,3,1.7,8554.3,115715.2,31208.5,63080.1,59930.8,21072.7,6917.5,13936.6,NA,NA,64.3,NA,NA,NA,NA,66.9,9100.4,105266.7,23920.2,77063.6,60354.2,20275.5,6096.3,15712,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.8,1.7,2.9,2.9,4.8,3.3,4.1,NA,NA,-27.6,NA,NA,NA,NA,-38,1.6,-1.1,1.9,-1,0,1.1,-3.6,0.2
"93",1998-01-01,NA,-1,-4.1,NA,0.6,NA,3.9,4,NA,NA,49652,NA,NA,NA,NA,NA,143483.8,243451,63060,163037.9,95064.7,45764,13299,218394,2633.44,37869,14896.5,24176.8,21815.7,7679,2148.2,4018.1,142624.6,269727,81740,179024.2,165610,47146,13795,241842,1.5,1,0.8,1,-0.5,1.4,-0.8,0.4,8284.2,102039,29976.9,62454,53171.6,20856.7,5773.3,11088.8,NA,NA,65.2,NA,NA,NA,NA,65.8,9219.2,90968.6,21341,76421.1,43338.2,19117.1,5855.6,15015,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.4,1,3.5,0.7,2,1.3,2.8,NA,NA,-33.9,NA,NA,NA,NA,NA,1.8,-3,1.7,-3.2,-3.4,0.3,-0.7,-5.4
"94",1998-04-01,NA,-0.4,-0.7,NA,2.5,NA,4.3,3,NA,NA,50730,NA,NA,NA,NA,NA,151796.7,254827,67889,167623.8,106165.5,53975,13819,235748,2733.86,38280,15156,24406.2,21989.6,7853,2239,4159.2,148027.3,274497,80286,180161,167913.9,48943,14895,258719,-0.8,-0.5,1.1,0.7,0.6,0.7,2,1,8471.4,115587.8,31503.7,64813.4,58771.9,21506.5,6229.7,13160.2,NA,NA,65.1,NA,NA,NA,NA,64.9,9478.2,92699.6,24258.6,76230.2,48075.5,21268.7,6092.9,15754.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.7,-0.8,2,0.9,3.9,8.4,3.3,NA,NA,-34.7,NA,NA,NA,NA,NA,3.9,1.6,2.7,-0.6,-2.5,1.5,0.4,-3.9
"95",1998-07-01,NA,-1.6,-0.2,NA,2.7,NA,5.9,4.1,NA,NA,53034,NA,NA,NA,NA,NA,151071.6,263643,67148,167654.9,98273.2,46153,14613,236148,2728.87,38784,15384.4,24625,22393.3,7937,2260.2,4263,146403.6,281543,80697,178509.7,170611.3,49924,14723,249589,1.7,0.5,1,0.5,0.1,0.9,1.4,1.1,8322.1,118275.3,31512.6,63778.2,53310.7,20134.2,7024.3,11244.1,NA,NA,64.8,NA,NA,NA,NA,65.8,9624.5,94836,21416.9,75197.3,44839.1,19204.2,6316.4,15234.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.1,-2.3,2.1,0.3,2.1,4.1,2.8,NA,NA,-31.8,NA,NA,NA,NA,NA,3.6,0.8,2.4,-1.7,-2.9,2.1,1.1,-4.1
"96",1998-10-01,NA,0.9,-1.7,NA,0.8,NA,6.3,3.3,NA,NA,56851,NA,153491,NA,NA,977951,159272.3,298947,72358,179699.6,124569.4,48774,14372,238585,2752.31,39066,15453.9,24642.6,22232.2,7888,2183.8,4193.8,157637.1,296696,88995,188057.1,170922.5,49798,15720,275526,0.7,0,1,0.7,-0.3,0.8,0.9,1.4,8957.6,120126.7,35756.6,67748.9,61730.3,22990,7570.7,14127.8,NA,NA,62.4,NA,NA,NA,NA,66.1,9843.6,108645.4,25809.3,78261.2,63781.8,21631.7,6370,15275.1,NA,NA,NA,NA,NA,NA,NA,NA,-3.8,-0.6,-0.3,1.4,-1.9,2.1,2.5,1.6,NA,NA,-36.1,NA,-9,NA,NA,-34.6,3.7,0.8,2.9,4.3,0.6,1.5,2.8,-2.4
"97",1999-01-01,NA,-1.7,-4.3,2.8,0.4,NA,2.9,3.8,NA,NA,63279,242841,180165,NA,35324.8,1091442,153542.4,250047,67856,170053,97248.6,49295,14042,233155,2679.21,38565,15573.1,24711.2,22054.6,7912,2185.9,4119.5,146858.9,279960,87540,183467.5,171431.1,51083,14507,254830,0.8,1.2,1,0.7,0.5,1.9,1.6,0.6,8514.6,104517,34222,66804.8,56723.4,23163,6407,11815.7,NA,NA,62,NA,NA,NA,NA,62.9,9890.5,96169,23218,78881.3,46138.8,20342,6128,15444.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,-1.3,0.6,0.7,2.4,5.9,1.8,NA,NA,-34.8,4.6,-3.3,NA,-92.9,-40.4,5.3,1.4,2.3,1.3,1.8,2.8,-0.2,2.5
"98",1999-04-01,NA,-0.7,-2.7,3.8,1.2,NA,4.3,4.1,NA,NA,89423,298898,181539,NA,35620.2,1091442,161332.5,262851,72647,175296.3,109910.9,58175,14620,250824,2753.89,38794,15874.4,24982.4,22298.3,8080,2294.7,4260.5,149126,286391,86063,182697.7,174860.5,52894,15667,271836,0.4,-0.1,1.1,0.6,0.4,1,0.5,0.5,8750.4,120837,36676,70231,62078.2,23981,6967,13597.2,NA,NA,61.4,NA,NA,NA,NA,62.6,10178.4,97616,26269,79585.8,48480.7,22589,6343,16147.2,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,0.7,-3.1,0.7,-0.9,2.3,-0.2,0.3,NA,NA,-33.4,6,-5.9,NA,-100.7,-23.9,1.6,1.3,1.7,1,2.3,2.4,0.5,2.1
"99",1999-07-01,NA,-2.4,-2.5,4.2,1.8,NA,6,3.8,NA,NA,96241,311511,188337,NA,37152,1091442,157875.6,271294,71872,175226.2,102590.9,49666,15532,250403,2751.88,39399,16080.2,25239.6,22641.8,8156,2297.9,4337.4,148918.4,291251,87011,183067.1,178879.3,53738,15506,263272,0.4,1.3,1.4,1.5,1,1.4,0.5,1.5,8333.2,123207,35751,70332.4,56091.9,22558,7401,12835.6,NA,NA,60.2,NA,NA,NA,NA,60.9,10177.7,100618,22709,78884.4,45750.5,20365,6330,16315,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.2,3.2,1.4,0.5,3.1,3.6,1.6,NA,NA,-32.5,7,-4.7,NA,-100.2,-19.1,1.7,0.6,0.7,0.3,2,2.1,2,1.9
"100",1999-10-01,NA,0.1,-3.2,2.8,-0.1,NA,7.3,3.9,NA,458290,111734,350371,196318,NA,41679.1,1153194,163077.5,306642,78013,188742.8,129378.2,52510,15270,250803,2754.09,39743,16134.7,25295.4,22453.9,8113,2234.7,4262.8,160468.6,307297,94415,199272.5,180259.7,53488,16304,296384,1.8,0.5,1.1,1.4,1.5,1.2,0.8,1.2,9271.2,125745,40618,74098.8,64991.3,26369,7710,16252.2,NA,NA,60.9,NA,NA,NA,NA,60.7,10445.1,113192,27361,81790.5,67012.9,22814,6912,17326.8,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2.1,-0.3,2.1,2.3,1.3,0.5,2,NA,3.1,-34.8,0.9,-4.6,NA,-181.2,-32.3,-1.8,-0.3,2.5,0.1,-0.3,0.5,2.7,0.7
"101",2000-01-01,NA,-0.7,-5.9,0.5,-0.2,NA,7.4,4.2,NA,NA,121137,361910,200307,NA,50686.8,1165155,159389.5,261618,73950,179289.9,102740.4,53769,15047,258107,2703.72,39527,16378.8,25338.8,22351.4,8045,2215.9,4208.4,151994.1,289084,97167,195150.2,181631.9,55124,15491,276556,0.7,1.6,1.6,1,1.2,1,3,0.2,9566.6,110370,39729,73336.6,63858.7,24787,6802,13525.3,58.2,60.4,59.7,60.4,112.7,59.6,48.6,57.4,10263.2,98998,24769,82482.6,48981.7,21916,6390,16678.5,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,1.9,-1,3.7,0.7,0.8,3,0.9,NA,NA,-38,0.3,-4.6,NA,-195.1,-45.7,0.1,0.2,2.2,0.4,0,2.2,0.8,5.7
"102",2000-04-01,NA,-1.4,-3.6,1.7,-0.9,NA,3.5,3.1,NA,NA,131886,389117,203207,NA,50420.1,1238323,169270.4,273194,79425,185004.5,113445.2,62977,15775,275454,2775.93,39881,16708.5,25623.2,22670.4,8229,2325.1,4368.9,155172.3,296178,93725,195652.4,186101.9,56433,16483,294371,1.1,0.8,1.3,1.1,0.7,1,0.8,3,9864.5,123977,41910,75304.8,68649.5,26292,7593,16220.9,57.4,59.8,58.9,60.4,112.6,56.6,46.7,52.4,10560.9,98894,27644,83068.8,51198.7,24308,6669,17739.2,NA,NA,NA,NA,NA,NA,NA,NA,5.9,3.4,2.5,3.1,4.5,2,5.2,4.7,NA,NA,-35.8,-0.8,-4.7,NA,-186.1,-33.1,2.3,-0.2,2.9,1.2,-1.9,2.2,2.1,3.6
"103",2000-07-01,NA,-3.3,-3.5,1.5,0.7,NA,10.3,3.4,NA,NA,154653,468915,209050,NA,63930.6,1311760,163649.5,282246,78583,184828.3,106716.3,53725,16415,275667,2771.01,40188,16886.8,25893.5,23110.5,8314,2367.1,4438.1,153282.9,301893,94112,193346.6,189228.1,56820,16135,283539,0.2,0.1,1,0.8,0.9,0.8,1.6,1,9169.4,125307,40653,75892.7,61838.4,23592,8270,14372.8,57.2,60,58.2,59.9,111.2,55.6,47.2,50.7,10671.8,100724,25331,82146.9,50161,21929,6672,17460.3,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.2,0.4,1.7,2.9,4.2,1.6,5,NA,NA,-37.1,2.4,-5.2,NA,-154.5,-34,-0.1,1.5,3.5,1.6,0.1,4.2,-1.4,4.2
"104",2000-10-01,NA,-0.6,-4,0.8,-0.7,NA,8.9,4.9,NA,590738,157385,537134,215103,NA,68760.8,1463795,169965.9,317574,84205,199531.5,133793.6,56326,16062,276039,2769.96,40306,16939.1,25902.6,23099,8269,2291.1,4375.6,164032.3,314659,101190,209264.8,189951.7,56910,17099,308296,1.6,-0.4,1.1,0.6,1,1,1.1,0.1,9574.6,127675,45899,83157.5,69859.9,27198,8795,17880.4,53.6,59.2,57.8,59.7,108.7,52.2,45.1,50.4,11010.2,115350,29972,84832.9,71513.6,24551,7199,17947.2,NA,NA,NA,NA,NA,NA,NA,NA,2,2.4,-0.4,2.6,3.6,6.1,7.3,2.9,NA,1.6,-34.9,2.2,-6.4,NA,-155.8,-32.8,0.6,2.4,2.7,1.7,-0.4,4.5,-1.3,5.6
"105",2001-01-01,NA,-0.8,-6.1,1.9,-0.3,NA,8.9,4.9,NA,NA,165212,532910,224635,NA,72485.9,1453011,168226.7,268272,79274,187955.4,108355.2,56774,16186,275590,2728.29,39604,17044.7,25883.7,22940.5,8236,2260.4,4346.1,156126.4,299094,104026,204154,190102.8,57861,16074,286458,-1.6,2.2,1,0.5,0.8,0.5,0.5,0,9227.2,110246,43670,77712,67662.2,26170,7567,13832.5,52.3,58.2,56.5,58.8,110,51.5,44.8,50.9,10665.3,100223,26337,84879,53601.3,23875,6748,16202,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3,0,1.7,0.9,2.5,3.2,2.2,NA,NA,-37.6,4.6,-7.3,NA,-90.5,-43.9,3.4,0.2,2,1.4,1.8,2.2,2.3,2
"106",2001-04-01,NA,-1.1,-4,0.3,-0.7,NA,4.1,3.5,NA,NA,177700,554598,227401,NA,68083.3,1520823,178880.6,278214,84380,194008.8,118938.4,66538,16733,297370,2815,39806,17266.9,26053.8,23072.4,8399,2365.6,4452.3,160582.1,304226,101541,204918.4,193236.2,59718,17485,303597,0.7,-0.3,0.8,0,-0.1,0.3,0.1,-0.4,9993.4,121567,45630,79081.3,72326.3,27695,8145,15477.6,52.5,57.6,56,59.7,110.1,52.6,44.2,51.2,11116.1,100566,29819,85427.5,56245.1,26426,7179,17310.2,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,2.1,0.4,1,2,2.9,1.5,0,NA,NA,-37.3,6,-6.3,NA,-86.5,-36.1,3.6,0.3,2.2,2.6,1.9,2.1,2,6.4
"107",2001-07-01,NA,-0.9,-3.4,2.3,0.8,NA,8.3,5.2,NA,NA,176872,586946,227697,NA,66154.9,1588635,172110.9,284795,83457,192668.5,112693.3,56729,17187,294508,2791.05,39957,17412.5,26186.5,23533.9,8470,2393.6,4535.6,157859.7,310222,101976,201104.5,194606.2,59814,17154,291447,0.7,0,1,0.6,-0.4,0.2,0.7,0.8,9436.6,120401,43622,77717.6,63446.3,24556,8712,13429.2,53.4,57.9,55.1,59.9,108.2,51.2,43,51.5,11300.8,102580,26641,84437.1,53118.8,23923,7161,15866.6,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.2,-0.3,2.2,1.4,0.1,3.6,0.2,NA,NA,-36.8,10.8,-6.5,NA,-60.8,-30.9,4.1,-0.5,2,2,3.4,2.1,1.4,5.9
"108",2001-10-01,NA,2.1,-3.9,1.8,0.7,NA,10.9,5.2,NA,710710,179457,607150,228781,NA,71175.1,1731786,177676.5,321028,89785,207010.8,141287.2,59153,16787,293489,2795.53,40094,17419.9,26111.6,23425,8400,2322.4,4416.9,167624.4,325249,108145,218304.5,193628.7,60346,18050,315498,0.5,-0.3,0.6,-0.4,-0.1,0.1,-0.3,0.4,10500.4,120777,48631,84666.3,73887.1,28271,8660,17240.4,50.1,58.1,54.1,59.3,108.5,49.5,43.4,52,11697.1,119283,32685,87545.1,78801.8,26704,7726,17404.9,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2.4,0,2,-1.6,-1.4,-0.2,0.6,NA,6.5,-38.5,8.1,-4.9,NA,-91.9,-23,4.1,-0.4,2.5,2.3,4.7,2.4,3.4,5.8
"109",2002-01-01,NA,1.5,-5.1,1.7,-0.4,NA,8.3,5.8,NA,NA,179515,560099,222367,NA,73957,1659222,175177.5,270597,83991,196176.8,113957.7,59895,16551,288695,2726.07,39511,17440.4,26053.8,23421.6,8343,2292.8,4358.7,161621.5,301308,110013,210816.3,194321.8,60914,16718,296618,-0.7,-0.4,0.5,0.6,0.1,-0.2,0.7,0.8,9713.1,99691,46291,76879,70815.4,26886,7216,13423.1,50.1,59.1,53.2,59.7,110.8,50,41.3,48.9,11333.3,102845,28225,88661,56407.3,26211,7311,17168,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.1,1.3,2.1,-0.2,1,1.6,4,NA,NA,-39.8,4.9,-4.6,NA,-77.9,-17.3,5.6,2.8,2.9,3.7,4.9,5.3,2.1,4
"110",2002-04-01,NA,1.3,-3.1,0.2,-1.3,NA,5.1,5.3,NA,NA,179364,556959,215821,NA,73325.7,1662088,186211.4,280013,90063,202365.9,124834.4,70279,17339,306245,2821.41,39669,17729.1,26189.9,23523.4,8478,2394.4,4461.1,164242.1,306636,107724,210494.4,197436.1,62584,18288,314181,0.2,0.4,0.8,0.5,0.3,0.2,0.9,1.1,9945.3,114294,49671,79449.3,73873,27742,8051,16583.6,50.7,59.1,52.8,61,110.3,50.1,41.7,47.5,11833.7,103696,32009,89885.6,60428,28931,7680,18082.3,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,0.4,-0.7,3.2,-1.5,1,0.4,3.1,NA,NA,-39.9,5.9,-8.5,NA,-48.6,-18.5,2.8,0.6,3.1,2.9,5,5.1,0.8,-1
"111",2002-07-01,NA,1.7,-2.5,1.8,0.9,NA,8.9,4.2,NA,NA,179782,565757,209297,NA,75168.2,1664909,178446.6,287971,88845,200514,117486.2,59045,17797,302836,2799.64,39764,17885.3,26297.5,23894.7,8505,2427.6,4538.8,162950.8,315740,107444,207924.8,200710.6,62874,17894,302856,0.4,0.7,0.6,0.4,0.2,0.1,-0.2,-0.2,9333.5,114189,46908,78867.5,68816.7,24451,8434,14065.8,52.6,59.6,51.7,60.7,109.4,49.4,42,49,11911.3,105881,28833,89744.3,57558.5,26259,7471,17495.8,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.4,0.8,3.6,-1.1,-0.1,-0.2,3.4,NA,NA,-39.1,10,-8.5,NA,-42.9,-21,3,0.3,3.3,2.1,3.3,2.7,1,-0.2
